job_name,task_name,inst_num,gpu_type,start_time_j,cpu_usage,gpu_wrk_util,avg_mem,avg_gpu_wrk_mem,plan_cpu,plan_gpu,plan_mem,duration_s
6ecff7d70916e32c3d403911,worker,50.0,MISC,1539222.0,6.205170291341814,0.0,3.657704429219648,5.5302734375,400.0,100.0,29.296875,131210.0
ab81a8ed003c5af878460000,worker,16.0,P100,1563282.0,8803.622352922763,2884.4184251081956,230.3964452911124,459.150390625,9000.0,3000.0,439.453125,493827.0
9065b8d2465a8b4b8073e70f,PyTorchWorker,1.0,MISC,1564066.0,773.0508068381531,12.648778150455199,19.953011293872784,4.2666015625,400.0,100.0,10.0,573388.0
337bc6f19baecbc9706b6492,worker,2.0,T4,1588818.0,1.620546080550885,0.0,0.7777629580798174,0.0986328125,600.0,25.0,29.296875,63.0
10a0cf822e4565fa0c210bbc,worker,30.0,MISC,1641166.0,10.673505096015047,0.0,36.96651730184094,0.884765625,1200.0,50.0,58.59375,11071.0
272c73f1eb7daf9f7cd88d91,worker,10.0,MISC,1677931.0,1.2665762220667725,0.0,0.6918136209076775,0.0,1200.0,50.0,58.59375,11452.0
db21abf3954bd9418ba54df5,worker,2.0,MISC,1682540.0,4.9718584920762,0.0,12.065299691761913,0.5947265625,600.0,25.0,29.765625,444.0
6a23533f3fac3ff45a87767e,worker,5.0,MISC,1686000.0,118.3793416643177,11.210679611650486,24.783367944771772,15.0126953125,300.0,150.0,29.296875,3243.0
af26c35f9141ba43309162af,worker,20.0,MISC,1686261.0,8.370011250839188,0.0,2.224267440752969,0.267578125,1200.0,50.0,58.59375,215.0
93f4887f4e4e8c478bc679c5,worker,15.0,MISC,1719308.0,185.0336186577348,0.0,147.75338671681192,50.6669921875,500.0,500.0,146.484375,19419.0
668e17056952d178782a6d00,worker,30.0,MISC,1722710.0,18.2722253272821,0.0,2.560678166980668,0.0,2200.0,550.0,322.265625,7111.0
c6acdbd813439f3ca63a9406,worker,100.0,V100M32,1730056.0,1.9301837668410808,0.0,0.8838478097828147,0.0,1800.0,150.0,87.890625,1915.0
2c4fc99fa10396f41385bc47,worker,10.0,MISC,1749408.0,1.0359150102810144,0.0,0.3570857800935444,0.0,100.0,100.0,19.53125,206.0
a04638c1569876ab33f69959,worker,5.0,MISC,1751547.0,3.4038055907102733,0.0,0.7813667122385715,0.0,1800.0,60.0,87.890625,3304.0
6b64b1e28c5f184b66139ad6,worker,5.0,MISC,1751572.0,5.140598983193837,0.0,0.6747625638250637,0.0,1800.0,75.0,58.59375,1771.0
ba628c179a0b64216495b140,tensorflow,1.0,MISC,1759652.0,101.98991437726532,102.27490939650193,40.29020063463484,16.513671875,400.0,200.0,29.296875,466715.0
9f472b073c2baf99e2704b21,PyTorchWorker,1.0,T4,1760761.0,98.93398888413851,97.79404975634777,3.347555813590024,3.4228515625,400.0,100.0,7.8125,428897.0
913df86eb776fc8325a23e1e,worker,16.0,P100,1762906.0,8834.07039256364,3091.3919030979555,217.25756946614771,489.7578125,9600.0,3200.0,468.75,382634.0
ecb75d9b9d3b59a96f61b534,worker,20.0,MISC,1770577.0,103.40894634246435,0.0,10.031225794330679,2.1533203125,500.0,25.0,19.53125,9486.0
411d1552a0704b26edca5d1d,worker,20.0,P100,1786800.0,0.6784835438233923,0.0,0.7494751499485448,0.0,1600.0,100.0,39.0625,171.0
108310c4b751b1855e8acc47,worker,15.0,MISC,1811588.0,145.2922803165108,0.0,14.471994905637162,8.3427734375,100.0,100.0,29.296875,22098.0
2074763b6ab0969181e341f1,worker,3.0,MISC,1818182.0,202.75454467574744,0.0,9.936354229800957,2.7802734375,600.0,25.0,19.53125,1251.0
c6129de9c65f258b54a34fbf,worker,16.0,V100M32,1832900.0,13.813588672710605,0.0,98.61114898575958,221.8828125,14000.0,1400.0,410.15625,1452.0
16703ff8c156f85a4c737651,JupyterTask,1.0,MISC,1837649.0,1.0229007633587786,0.0,0.09107990506329114,0.4580078125,200.0,100.0,3.92578125,295496.0
70a0ecaf1bb0a632b9a95a9b,worker,10.0,V100,1839172.0,3.404268810609968,0.0,2.0724984836055222,0.0,3600.0,600.0,175.78125,4982.0
b5a5e9b416e37f9ec5b5ce28,worker,10.0,V100,1839172.0,0.29749992007417114,0.0,0.39234189865229385,0.0,600.0,100.0,29.296875,1794.0
